CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
272924275,121,STATEN ISLAND,01/01/2022,12:00:00,08/01/2023,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE-HOUSE,08/15/2023,(null),(null),(null),(null),,45-64,WHITE,M,947720,165071,40.619685,-74.131582,"(40.619685, -74.131582)",POINT (-74.131582 40.619685),10700,4,1,14,74
264697665,123,STATEN ISLAND,01/01/2022,15:00:00,02/01/2023,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,FRONT OF,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,03/08/2023,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,M,914157,125255,40.510195,-74.252067,"(40.510195, -74.252067)",POINT (-74.252067 40.510195),10694,15,1,9,77
266552762,122,STATEN ISLAND,01/01/2022,08:00:00,12/31/2022,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,(null),PATROL BORO STATEN ISLAND,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,04/11/2023,(null),(null),(null),(null),,25-44,WHITE,M,946959,147208,40.570651,-74.134224,"(40.570651, -74.134224)",POINT (-74.134224 40.570651),10693,15,1,14,76
261525162,123,STATEN ISLAND,01/01/2022,09:28:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO STATEN ISLAND,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE-HOUSE,01/07/2023,(null),25-44,WHITE,M,,25-44,WHITE,F,937886,137636,40.544336,-74.166817,"(40.544336, -74.166817)",POINT (-74.166817 40.544336),10699,15,1,9,77
264373524,123,STATEN ISLAND,01/01/2022,09:00:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,02/28/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,UNKNOWN,F,935309,143785,40.561199,-74.176134,"(40.561199, -74.176134)",POINT (-74.176134 40.561199),10699,15,1,9,77
265987746,5,MANHATTAN,01/01/2022,00:01:00,12/31/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO MAN SOUTH,175,"SEXUAL ABUSE 3,2",(null),03/30/2023,(null),UNKNOWN,UNKNOWN,M,,<18,UNKNOWN,F,984990,200136,40.7160120119955,-73.9973320301008,"(40.7160120119955, -73.9973320301008)",POINT (-73.9973320301008 40.7160120119955),12076,70,4,32,2
268882462,18,MANHATTAN,01/01/2022,16:00:00,05/25/2023,16:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,05/25/2023,(null),(null),(null),(null),,25-44,WHITE,M,986636,219001,40.767785,-73.991385,"(40.767785, -73.991385)",POINT (-73.991385 40.767785),12081,12,4,10,10
262242100,14,MANHATTAN,01/01/2022,12:00:00,01/17/2023,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,407,"LARCENY,GRAND BY DISHONEST EMP",COMMERCIAL BUILDING,01/20/2023,(null),25-44,WHITE,F,,UNKNOWN,UNKNOWN,D,986608,211522,40.747257,-73.991488,"(40.747257, -73.991488)",POINT (-73.991488 40.747257),11722,11,4,10,8
265924032,62,BROOKLYN,01/01/2022,07:00:00,03/30/2023,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BKLYN SOUTH,639,AGGRAVATED HARASSMENT 2,(null),03/30/2023,(null),25-44,UNKNOWN,M,,18-24,WHITE HISPANIC,F,986486,164873,40.619216,-73.991944,"(40.619216, -73.991944)",POINT (-73.991944 40.619216),16867,1,2,7,37
267180238,9,MANHATTAN,01/01/2022,00:01:00,01/07/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,(null),PATROL BORO MAN SOUTH,153,RAPE 3,(null),04/24/2023,(null),25-44,WHITE,M,,18-24,WHITE,F,987496,203963,40.7265156408036,-73.9882902437563,"(40.7265156408036, -73.9882902437563)",POINT (-73.9882902437563 40.7265156408036),11724,70,4,50,5
263184682,13,MANHATTAN,01/01/2022,20:00:00,08/01/2022,20:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO MAN SOUTH,170,"SEXUAL MISCONDUCT,INTERCOURSE",HOMELESS SHELTER,02/07/2023,(null),<18,UNKNOWN,M,,<18,BLACK HISPANIC,F,988886,207857,40.7372030985741,-73.9832725981497,"(40.7372030985741, -73.9832725981497)",POINT (-73.9832725981497 40.7372030985741),12073,71,4,50,7
266692644,78,BROOKLYN,01/01/2022,00:01:00,12/31/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN SOUTH,170,"SEXUAL MISCONDUCT,INTERCOURSE",RESIDENCE-HOUSE,04/14/2023,(null),UNKNOWN,UNKNOWN,M,,<18,UNKNOWN,F,991330,187303,40.6807856126343,-73.9744751162161,"(40.6807856126343, -73.9744751162161)",POINT (-73.9744751162161 40.6807856126343),17619,14,2,48,50
267868210,18,MANHATTAN,01/01/2022,06:40:00,01/01/2022,06:45:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,(null),PATROL BORO MAN SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",STREET,05/07/2023,(null),(null),(null),(null),,45-64,WHITE,F,991907,214890,40.75649655,-73.97236197,"(40.75649655, -73.97236197)",POINT (-73.97236197 40.75649655),12079,71,4,51,9
273617883,17,MANHATTAN,01/01/2022,12:00:00,08/23/2023,14:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,(null),PATROL BORO MAN SOUTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,08/29/2023,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,F,993804,215030,40.756881,-73.965514,"(40.756881, -73.965514)",POINT (-73.965514 40.756881),12419,71,4,51,9
270597434,70,BROOKLYN,01/01/2022,00:00:00,01/17/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN SOUTH,175,"SEXUAL ABUSE 3,2",HOMELESS SHELTER,06/29/2023,(null),45-64,UNKNOWN,M,,18-24,UNKNOWN,F,991549,169019,40.6305998504358,-73.9737053160275,"(40.6305998504358, -73.9737053160275)",POINT (-73.9737053160275 40.6305998504358),13513,60,2,18,43
262694263,108,QUEENS,01/01/2022,00:00:00,08/31/2022,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO QUEENS NORTH,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,01/29/2023,(null),(null),(null),(null),,<18,WHITE HISPANIC,F,996424,210017,40.7431245994984,-73.9560680726795,"(40.7431245994984, -73.9560680726795)",POINT (-73.9560680726795 40.7431245994984),16858,53,3,33,66
272497736,26,MANHATTAN,01/01/2022,00:00:00,08/07/2023,10:00:00,COMPLETED,(null),720,2,N.Y. HOUSING POLICE,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - PUBLIC HOUSING,08/07/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,F,996279,235478,40.813001,-73.956543,"(40.813001, -73.956543)",POINT (-73.956543 40.813001),12424,37,4,23,17
268106673,26,MANHATTAN,01/01/2022,00:01:00,01/01/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO MAN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,05/11/2023,(null),45-64,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,996351,236132,40.8148034786258,-73.95628448405,"(40.8148034786258, -73.95628448405)",POINT (-73.95628448405 40.8148034786258),12424,37,4,23,17
264432099,61,BROOKLYN,01/01/2022,08:00:00,03/01/2023,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BKLYN SOUTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,03/01/2023,(null),(null),(null),(null),,25-44,WHITE,F,996716,160551,40.607343,-73.955102,"(40.607343, -73.955102)",POINT (-73.955102 40.607343),13512,32,2,15,36
274103043,67,BROOKLYN,01/01/2022,00:00:00,01/01/2022,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,09/08/2023,(null),UNKNOWN,UNKNOWN,U,,<18,BLACK,F,997843,175671,40.6488507469884,-73.951016510623,"(40.6488507469884, -73.951016510623)",POINT (-73.951016510623 40.6488507469884),13510,61,2,11,40
264338821,30,MANHATTAN,01/01/2022,00:01:00,01/31/2022,22:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,(null),PATROL BORO MAN NORTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,02/27/2023,(null),(null),(null),(null),,65+,WHITE HISPANIC,F,997571,238488,40.821262,-73.95187,"(40.821262, -73.95187)",POINT (-73.95187 40.821262),12428,37,4,23,19
267026331,19,MANHATTAN,01/01/2022,12:00:00,03/27/2023,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO MAN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,04/20/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,998308,220914,40.773025,-73.949243,"(40.773025, -73.949243)",POINT (-73.949243 40.773025),12425,23,4,1,11
268293322,32,MANHATTAN,01/01/2022,08:00:00,05/15/2023,20:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN NORTH,338,"LARCENY,PETIT FROM BUILDING,UN",OTHER,05/15/2023,(null),25-44,BLACK HISPANIC,F,,UNKNOWN,UNKNOWN,E,999439,236537,40.815904,-73.945123,"(40.815904, -73.945123)",POINT (-73.945123 40.815904),12427,18,4,36,20
274849051,71,BROOKLYN,01/01/2022,08:00:00,01/02/2022,00:01:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN SOUTH,596,OBSCENE MATERIAL - UNDER 17 YE,RESIDENCE - APT. HOUSE,09/23/2023,(null),25-44,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,998742,181235,40.664121282631,-73.9477648403751,"(40.664121282631, -73.9477648403751)",POINT (-73.9477648403751 40.664121282631),13509,17,2,48,44
261233632,61,BROOKLYN,01/01/2022,09:50:00,01/01/2022,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO BKLYN SOUTH,101,ASSAULT 3,STREET,01/01/2023,(null),18-24,WHITE,M,,45-64,WHITE,M,999070,157844,40.59990916,-73.9466325,"(40.59990916, -73.9466325)",POINT (-73.9466325 40.59990916),13512,32,2,15,36
264732817,32,MANHATTAN,01/01/2022,00:00:00,03/04/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO MAN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,03/08/2023,(null),25-44,WHITE HISPANIC,M,,25-44,UNKNOWN,F,999433,236538,40.81591307653,-73.9451493066481,"(40.81591307653, -73.9451493066481)",POINT (-73.9451493066481 40.81591307653),12427,18,4,36,20
268714390,67,BROOKLYN,01/01/2022,13:00:00,01/01/2022,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,(null),PATROL BORO BKLYN SOUTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,05/23/2023,(null),UNKNOWN,UNKNOWN,F,,45-64,BLACK,F,999445,171582,40.637618,-73.945248,"(40.637618, -73.945248)",POINT (-73.945248 40.637618),17217,61,2,26,40
271969495,34,MANHATTAN,01/01/2022,00:01:00,12/31/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO MAN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,07/27/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,1000940,250070,40.853045,-73.939668,"(40.853045, -73.939668)",POINT (-73.939668 40.853045),13091,47,4,39,22
262226431,108,QUEENS,01/01/2022,00:01:00,10/17/2022,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE - APT. HOUSE,01/20/2023,(null),(null),(null),(null),,25-44,ASIAN / PACIFIC ISLANDER,M,1001051,211597,40.747446,-73.939362,"(40.747446, -73.939362)",POINT (-73.939362 40.747446),16858,53,3,33,66
262083655,83,BROOKLYN,01/01/2022,02:00:00,01/18/2023,02:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BKLYN NORTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,01/18/2023,(null),25-44,WHITE HISPANIC,M,,25-44,WHITE,F,1001964,193747,40.698451,-73.936115,"(40.698451, -73.936115)",POINT (-73.936115 40.698451),17213,42,2,30,53
261725154,81,BROOKLYN,01/01/2022,11:00:00,01/11/2023,07:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BKLYN NORTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,01/11/2023,(null),25-44,BLACK,M,,45-64,BLACK,F,1002660,186852,40.679524,-73.933624,"(40.679524, -73.933624)",POINT (-73.933624 40.679524),17615,69,2,49,52
277031140,77,BROOKLYN,01/01/2022,00:00:00,09/30/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,11/05/2023,(null),25-44,UNKNOWN,M,,<18,BLACK HISPANIC,M,1003509,185018,40.6744956865259,-73.9305713255961,"(40.6744956865259, -73.9305713255961)",POINT (-73.9305713255961 40.6744956865259),17615,16,2,49,49
279156650,77,BROOKLYN,01/01/2022,00:00:00,12/31/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,12/17/2023,(null),25-44,BLACK,M,,<18,BLACK HISPANIC,F,1003509,185018,40.6744956865259,-73.9305713255961,"(40.6744956865259, -73.9305713255961)",POINT (-73.9305713255961 40.6744956865259),17615,16,2,49,49
268120111,44,BRONX,01/01/2022,15:00:00,05/04/2023,16:00:00,ATTEMPTED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,05/11/2023,(null),(null),(null),(null),,45-64,BLACK,M,1006266,240824,40.827655,-73.920447,"(40.827655, -73.920447)",POINT (-73.920447 40.827655),10929,50,5,42,27
271809741,44,BRONX,01/01/2022,12:00:00,12/31/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,07/24/2023,(null),25-44,BLACK HISPANIC,M,,<18,WHITE HISPANIC,F,1006490,244533,40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)",POINT (-73.9196277517392 40.8378421209284),10930,50,5,42,27
267737895,44,BRONX,01/01/2022,00:00:00,01/31/2023,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,05/03/2023,(null),45-64,WHITE HISPANIC,M,,<18,UNKNOWN,F,1006490,244533,40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)",POINT (-73.9196277517392 40.8378421209284),10930,50,5,42,27
264661610,73,BROOKLYN,01/01/2022,00:01:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,03/02/2023,(null),18-24,BLACK,F,,<18,BLACK,F,1008245,183796,40.6711300016904,-73.9135020552048,"(40.6711300016904, -73.9135020552048)",POINT (-73.9135020552048 40.6711300016904),17614,55,2,17,46
261209020,52,BRONX,01/01/2022,22:36:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,348,MISDEMEANOR,(null),VEHICLE AND TRAFFIC LAWS,(null),PATROL BORO BRONX,916,LEAVING SCENE-ACCIDENT-PERSONA,STREET,01/01/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,M,1008387,253290,40.86186421,-73.91273918,"(40.86186421, -73.91273918)",POINT (-73.91273918 40.86186421),11606,24,5,29,34
266625923,40,BRONX,01/01/2022,08:00:00,07/01/2022,09:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO BRONX,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",STREET,04/13/2023,(null),UNKNOWN,UNKNOWN,M,,65+,WHITE,M,1008701,236838,40.81671,-73.911661,"(40.81671, -73.911661)",POINT (-73.911661 40.81671),10933,49,5,43,23
261186664,69,BROOKLYN,01/01/2022,00:19:00,01/01/2023,00:24:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,348,MISDEMEANOR,(null),VEHICLE AND TRAFFIC LAWS,(null),PATROL BORO BKLYN SOUTH,916,LEAVING SCENE-ACCIDENT-PERSONA,STREET,01/01/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1009538,171858,40.63835096,-73.90888428,"(40.63835096, -73.90888428)",POINT (-73.90888428 40.63835096),13827,5,2,8,42
276642289,83,BROOKLYN,01/01/2022,03:00:00,01/01/2022,03:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BKLYN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,10/27/2023,(null),45-64,BLACK HISPANIC,M,,<18,BLACK HISPANIC,F,1009983,189482,40.686725,-73.90721,"(40.686725, -73.90721)",POINT (-73.90721 40.686725),17214,42,2,37,53
269819088,40,BRONX,01/01/2022,08:00:00,06/20/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,338,"LARCENY,PETIT FROM BUILDING,UN",PUBLIC SCHOOL,06/14/2023,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,E,1010280,237613,40.818833,-73.905953,"(40.818833, -73.905953)",POINT (-73.905953 40.818833),10934,49,5,43,23
268490424,50,BRONX,01/01/2022,00:01:00,05/08/2023,00:01:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,05/18/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,F,1010464,257669,40.873878,-73.905211,"(40.873878, -73.905211)",POINT (-73.905211 40.873878),11272,48,5,29,33
275161167,46,BRONX,01/01/2022,00:01:00,09/15/2023,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",(null),09/29/2023,(null),UNKNOWN,UNKNOWN,M,,<18,UNKNOWN,F,1011755,250279,40.8535983673823,-73.9005768807295,"(40.8535983673823, -73.9005768807295)",POINT (-73.9005768807295 40.8535983673823),10935,6,5,22,29
262173950,48,BRONX,01/01/2022,00:00:00,09/30/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,01/17/2023,(null),UNKNOWN,UNKNOWN,U,,<18,WHITE HISPANIC,F,1011751,246839,40.8441566000203,-73.9006054489734,"(40.8441566000203, -73.9006054489734)",POINT (-73.9006054489734 40.8441566000203),10935,35,5,22,31
262813112,104,QUEENS,01/01/2022,07:00:00,01/31/2022,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,104,FELONY,FRONT OF,RAPE,(null),PATROL BORO QUEENS NORTH,157,RAPE 1,RESIDENCE-HOUSE,02/01/2023,(null),<18,WHITE HISPANIC,M,,<18,BLACK HISPANIC,F,1013701,195936,40.7044350296655,-73.8937807141634,"(40.7044350296655, -73.8937807141634)",POINT (-73.8937807141634 40.7044350296655),15310,54,3,34,62
266261913,52,BRONX,01/01/2022,00:00:00,04/05/2023,00:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,04/05/2023,(null),45-64,WHITE HISPANIC,F,,45-64,UNKNOWN,M,1014547,255423,40.8677,-73.890457,"(40.8677, -73.890457)",POINT (-73.890457 40.8677),10936,24,5,22,34
271941152,114,QUEENS,01/01/2022,08:00:00,06/01/2023,08:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,07/26/2023,(null),UNKNOWN,UNKNOWN,U,,18-24,WHITE,M,1014212,220926,40.773016,-73.891824,"(40.773016, -73.891824)",POINT (-73.891824 40.773016),14781,39,3,4,72
266326235,52,BRONX,01/01/2022,00:01:00,01/26/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,170,"SEXUAL MISCONDUCT,INTERCOURSE",RESIDENCE - APT. HOUSE,04/05/2023,(null),18-24,WHITE HISPANIC,M,,<18,BLACK HISPANIC,F,1017478,256069,40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)",POINT (-73.8798608037303 40.8694704770483),11605,24,5,40,34
273410450,75,BROOKLYN,01/01/2022,00:01:00,12/31/2022,23:59:00,COMPLETED,(null),411,2,N.Y. HOUSING POLICE,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN NORTH,170,"SEXUAL MISCONDUCT,INTERCOURSE",RESIDENCE - PUBLIC HOUSING,08/24/2023,(null),18-24,UNKNOWN,M,,<18,UNKNOWN,F,1017036,183890,40.6713598203364,-73.8818110231735,"(40.6713598203364, -73.8818110231735)",POINT (-73.8818110231735 40.6713598203364),17215,45,2,25,47
262188162,52,BRONX,01/01/2022,15:00:00,12/31/2022,18:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",OTHER,01/19/2023,(null),UNKNOWN,UNKNOWN,M,,<18,BLACK,F,1017478,256069,40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)",POINT (-73.8798608037303 40.8694704770483),11605,24,5,40,34
262374721,43,BRONX,01/01/2022,10:00:00,01/23/2023,19:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,01/23/2023,(null),18-24,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1020219,239110,40.8229123084767,-73.8700413043181,"(40.8229123084767, -73.8700413043181)",POINT (-73.8700413043181 40.8229123084767),11611,58,5,31,26
266026285,110,QUEENS,01/01/2022,00:00:00,,(null),ATTEMPTED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO QUEENS NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,03/31/2023,(null),UNKNOWN,UNKNOWN,M,,<18,WHITE HISPANIC,F,1019164,210169,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)",POINT (-73.8740035373971 40.7434812638841),14784,66,3,5,68
