"","CMPLNT_NUM","ADDR_PCT_CD","BORO_NM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","CRM_ATPT_CPTD_CD","JURISDICTION_CODE","JURIS_DESC","KY_CD","LAW_CAT_CD","LOC_OF_OCCUR_DESC","OFNS_DESC","PATROL_BORO","PD_CD","PD_DESC","PREM_TYP_DESC","RPT_DT","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lat_Lon","New Georeferenced Column","Zip Codes","Community Districts","Borough Boundaries","City Council Districts","Police Precincts"
"1094","269989602",67,"BROOKLYN","06/16/2022",00:01:00,"06/06/2023","00:01:00","COMPLETED",0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","PATROL BORO BKLYN SOUTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","06/17/2023","25-44","BLACK","M","18-24","BLACK","F",998541,176063,40.649919,-73.948496,"(40.649919, -73.948496)","POINT (-73.948496 40.649919)",13510,61,2,11,40
"1095","265492111",79,"BROOKLYN","06/16/2022",00:01:00,"02/27/2023","23:59:00","COMPLETED",2,"N.Y. HOUSING POLICE",104,"FELONY","INSIDE","RAPE","PATROL BORO BKLYN NORTH",155,"RAPE 2","RESIDENCE - PUBLIC HOUSING","03/22/2023","18-24","BLACK","M","<18","BLACK","F",999496,190300,40.68900139556,-73.9450265328727,"(40.68900139556, -73.9450265328727)","POINT (-73.9450265328727 40.68900139556)",18181,69,2,49,51
"1096","263726599",32,"MANHATTAN","06/16/2022",00:00:00,"10/01/2022","00:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","02/16/2023","(null)","(null)","(null)","25-44","WHITE HISPANIC","F",999901,236442,40.815641,-73.943455,"(40.815641, -73.943455)","POINT (-73.943455 40.815641)",12427,18,4,36,20
"1097","262367163",81,"BROOKLYN","06/16/2022",12:00:00,"08/31/2022","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN NORTH",432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED","RESIDENCE-HOUSE","01/23/2023","UNKNOWN","UNKNOWN","M","25-44","BLACK","F",1006611,189509,40.686807,-73.919369,"(40.686807, -73.919369)","POINT (-73.919369 40.686807)",18181,69,2,17,52
"1098","266326274",109,"QUEENS","06/16/2022",17:00:00,"06/22/2022","20:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO QUEENS NORTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","04/07/2023","(null)","(null)","(null)","25-44","ASIAN / PACIFIC ISLANDER","M",1032553,217548,40.763663,-73.825628,"(40.763663, -73.825628)","POINT (-73.825628 40.763663)",13832,22,3,3,67
"1099","265104718",5,"MANHATTAN","06/17/2022",22:00:00,NA,"(null)","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO MAN SOUTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","03/14/2023","25-44","UNKNOWN","F","25-44","WHITE","F",985599,203235,40.724511,-73.99513,"(40.724511, -73.99513)","POINT (-73.99513 40.724511)",12075,57,4,32,2
"1100","262168664",7,"MANHATTAN","06/17/2022",18:45:00,"11/01/2022","18:50:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE-HOUSE","01/19/2023","(null)","(null)","(null)","45-64","WHITE","M",988390,199935,40.715453,-73.985063,"(40.715453, -73.985063)","POINT (-73.985063 40.715453)",11723,70,4,32,4
"1101","270915387",78,"BROOKLYN","06/17/2022",10:00:00,"06/17/2022","10:05:00","COMPLETED",0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","PATROL BORO BKLYN SOUTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","07/01/2023","(null)","(null)","(null)","25-44","WHITE","M",992623,186929,40.679751,-73.96981,"(40.679751, -73.96981)","POINT (-73.96981 40.679751)",13829,16,2,48,50
"1102","271121745",26,"MANHATTAN","06/17/2022",03:52:00,"07/07/2023","03:35:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","HOMELESS SHELTER","07/11/2023","25-44","BLACK","M","25-44","BLACK HISPANIC","F",993697,233339,40.807134,-73.965872,"(40.807134, -73.965872)","POINT (-73.965872 40.807134)",12422,37,4,23,17
"1103","264675630",79,"BROOKLYN","06/17/2022",16:30:00,"06/17/2022","16:50:00","COMPLETED",0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","PATROL BORO BKLYN NORTH",175,"SEXUAL ABUSE 3,2","FOOD SUPERMARKET","03/07/2023","25-44","WHITE HISPANIC","M","18-24","WHITE","F",999496,190300,40.68900139556,-73.9450265328727,"(40.68900139556, -73.9450265328727)","POINT (-73.9450265328727 40.68900139556)",18181,69,2,49,51
"1104","266535319",71,"BROOKLYN","06/17/2022",14:00:00,"04/11/2023","17:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN SOUTH",349,"LARCENY,PETIT OF LICENSE PLATE","RESIDENCE - APT. HOUSE","04/11/2023","UNKNOWN","UNKNOWN","U","25-44","BLACK","M",1002927,182322,40.667091,-73.932674,"(40.667091, -73.932674)","POINT (-73.932674 40.667091)",17615,17,2,48,44
"1105","265444964",75,"BROOKLYN","06/17/2022",11:00:00,"06/17/2022","11:30:00","COMPLETED",0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","PATROL BORO BKLYN NORTH",681,"CHILD, ENDANGERING WELFARE","PUBLIC SCHOOL","03/21/2023","25-44","UNKNOWN","F","<18","BLACK","F",1017036,183890,40.6713598203364,-73.8818110231735,"(40.6713598203364, -73.8818110231735)","POINT (-73.8818110231735 40.6713598203364)",17215,45,2,25,47
"1106","274665824",101,"QUEENS","06/17/2022",12:00:00,"06/17/2022","12:15:00","COMPLETED",0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","PATROL BORO QUEENS SOUTH",157,"RAPE 1","(null)","09/19/2023","45-64","BLACK","M","<18","WHITE HISPANIC","F",1053639,158980,40.6027762300781,-73.7501173648331,"(40.6027762300781, -73.7501173648331)","POINT (-73.7501173648331 40.6027762300781)",20529,51,3,47,59
"1107","265417686",120,"STATEN ISLAND","06/18/2022",18:24:00,"06/18/2022","19:00:00","COMPLETED",0,"N.Y. POLICE DEPT",126,"FELONY","INSIDE","MISCELLANEOUS PENAL LAW","PATROL BORO STATEN ISLAND",198,"CRIMINAL CONTEMPT 1","FERRY/FERRY TERMINAL","03/21/2023","65+","WHITE","M","65+","WHITE","F",963713,173753,40.643566,-74.074001,"(40.643566, -74.074001)","POINT (-74.074001 40.643566)",10369,4,1,13,74
"1108","270060830",13,"MANHATTAN","06/18/2022",20:20:00,"06/08/2023","20:22:00","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","(null)","ASSAULT 3 & RELATED OFFENSES","PATROL BORO MAN SOUTH",101,"ASSAULT 3","PARK/PLAYGROUND","06/18/2023","UNKNOWN","BLACK","F","<18","BLACK","F",986546,207135,40.73521404,-73.99171521,"(40.73521404, -73.99171521)","POINT (-73.99171521 40.73521404)",11724,57,4,50,3
"1109","267146685",67,"BROOKLYN","06/18/2022",00:00:00,"04/23/2023","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE-HOUSE","04/23/2023","UNKNOWN","UNKNOWN","U","18-24","BLACK","M",1005652,179500,40.659339,-73.922859,"(40.659339, -73.922859)","POINT (-73.922859 40.659339)",17614,61,2,17,40
"1110","272471423",62,"BROOKLYN","06/19/2022",13:00:00,NA,"(null)","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO BKLYN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","08/06/2023","UNKNOWN","ASIAN / PACIFIC ISLANDER","F","25-44","ASIAN / PACIFIC ISLANDER","F",984539,160559,40.607376,-73.998958,"(40.607376, -73.998958)","POINT (-73.998958 40.607376)",17616,1,2,45,37
"1111","265221528",90,"BROOKLYN","06/19/2022",14:03:00,"10/20/2022","16:00:00","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO BKLYN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","03/16/2023","UNKNOWN","WHITE HISPANIC","F","25-44","WHITE HISPANIC","F",995810,198639,40.711888,-73.958299,"(40.711888, -73.958299)","POINT (-73.958299 40.711888)",17613,36,2,30,56
"1112","262612507",77,"BROOKLYN","06/19/2022",12:00:00,"01/27/2023","10:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO BKLYN NORTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","01/27/2023","(null)","(null)","(null)","25-44","WHITE","M",996234,186846,40.679519,-73.956792,"(40.679519, -73.956792)","POINT (-73.956792 40.679519)",13829,16,2,48,49
"1113","265233008",61,"BROOKLYN","06/19/2022",22:26:00,"03/16/2023","17:20:00","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO BKLYN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","03/16/2023","UNKNOWN","WHITE","F","25-44","WHITE","F",996762,154650,40.591146,-73.954947,"(40.591146, -73.954947)","POINT (-73.954947 40.591146)",13826,32,2,15,36
"1114","265938549",32,"MANHATTAN","06/19/2022",18:00:00,"06/20/2022","03:00:00","COMPLETED",0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","PATROL BORO MAN NORTH",157,"RAPE 1","(null)","03/30/2023","UNKNOWN","BLACK","M","<18","BLACK","F",999433,236538,40.81591307653,-73.9451493066481,"(40.81591307653, -73.9451493066481)","POINT (-73.9451493066481 40.81591307653)",12427,18,4,36,20
"1115","267680331",109,"QUEENS","06/19/2022",12:00:00,"05/01/2023","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO QUEENS NORTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE-HOUSE","05/03/2023","45-64","WHITE HISPANIC","M","45-64","WHITE HISPANIC","F",1040516,223779,40.78072,-73.796832,"(40.78072, -73.796832)","POINT (-73.796832 40.78072)",14192,22,3,20,67
"1116","263451514",111,"QUEENS","06/19/2022",12:30:00,"06/19/2022","13:30:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","PATROL BORO QUEENS NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","02/11/2023","25-44","ASIAN / PACIFIC ISLANDER","M","25-44","ASIAN / PACIFIC ISLANDER","F",1054033,207707,40.73651,-73.748191,"(40.73651, -73.748191)","POINT (-73.748191 40.73651)",14506,26,3,16,69
"1117","266502417",68,"BROOKLYN","06/20/2022",12:30:00,"06/29/2022","10:30:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE - APT. HOUSE","04/11/2023","UNKNOWN","UNKNOWN","M","45-64","ASIAN / PACIFIC ISLANDER","F",982796,169177,40.631029,-74.005238,"(40.631029, -74.005238)","POINT (-74.005238 40.631029)",17621,10,2,7,41
"1118","270410393",66,"BROOKLYN","06/20/2022",21:00:00,"06/20/2023","23:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",405,"LARCENY,GRAND BY THEFT OF CREDIT CARD","ATM","06/26/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","F",985737,167867,40.627433,-73.994642,"(40.627433, -73.994642)","POINT (-73.994642 40.627433)",17621,2,2,18,39
"1119","269868667",13,"MANHATTAN","06/20/2022",12:00:00,"06/14/2023","16:30:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","OTHER","06/14/2023","45-64","WHITE","M","18-24","WHITE","M",990125,206855,40.734446,-73.978799,"(40.734446, -73.978799)","POINT (-73.978799 40.734446)",11729,71,4,51,7
"1120","278942272",70,"BROOKLYN","06/20/2022",03:05:00,"06/20/2022","03:15:00","COMPLETED",0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","PATROL BORO BKLYN SOUTH",157,"RAPE 1","(null)","12/13/2023","25-44","BLACK","M","25-44","BLACK","F",991549,169019,40.6305998504358,-73.9737053160275,"(40.6305998504358, -73.9737053160275)","POINT (-73.9737053160275 40.6305998504358)",13513,60,2,18,43
"1121","262362667",70,"BROOKLYN","06/20/2022",00:01:00,"06/20/2022","15:58:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","RESIDENCE - APT. HOUSE","01/23/2023","(null)","(null)","(null)","25-44","ASIAN / PACIFIC ISLANDER","F",994449,166084,40.622535,-73.963259,"(40.622535, -73.963259)","POINT (-73.963259 40.622535)",13513,60,2,18,43
"1122","266060370",23,"MANHATTAN","06/20/2022",08:00:00,"04/01/2023","08:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO MAN NORTH",349,"LARCENY,PETIT OF LICENSE PLATE","RESIDENCE - APT. HOUSE","04/02/2023","(null)","(null)","(null)","25-44","BLACK","M",998391,229755,40.797292,-73.948926,"(40.797292, -73.948926)","POINT (-73.948926 40.797292)",12426,18,4,36,18
"1123","265686823",83,"BROOKLYN","06/20/2022",00:01:00,"07/01/2022","23:59:00","COMPLETED",0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","PATROL BORO BKLYN NORTH",170,"SEXUAL MISCONDUCT,INTERCOURSE","RESIDENCE - APT. HOUSE","03/26/2023","18-24","UNKNOWN","M","<18","WHITE HISPANIC","F",1007052,193757,40.6984738177025,-73.917768981221,"(40.6984738177025, -73.917768981221)","POINT (-73.917768981221 40.6984738177025)",13828,42,2,37,53
"1124","274700313",112,"QUEENS","06/20/2022",10:00:00,"09/17/2023","07:30:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO QUEENS NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","09/20/2023","45-64","WHITE","M","65+","WHITE","M",1023934,204580,40.728113,-73.856819,"(40.728113, -73.856819)","POINT (-73.856819 40.728113)",14785,40,3,28,70
"1125","270643747",47,"BRONX","06/20/2022",13:00:00,"06/20/2022","13:30:00","COMPLETED",0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","PATROL BORO BRONX",157,"RAPE 1","RESIDENCE-HOUSE","06/30/2023","UNKNOWN","BLACK","M","<18","BLACK","F",1026480,262584,40.8873136344706,-73.8472717577564,"(40.8873136344706, -73.8472717577564)","POINT (-73.8472717577564 40.8873136344706)",11275,29,5,2,30
"1126","262969751",106,"QUEENS","06/20/2022",09:30:00,"06/20/2022","09:45:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO QUEENS SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE-HOUSE","02/02/2023","25-44","WHITE HISPANIC","M","65+","WHITE HISPANIC","F",1026618,183127,40.669219,-73.84727,"(40.669219, -73.84727)","POINT (-73.84727 40.669219)",15314,62,3,41,64
"1127","263111812",102,"QUEENS","06/20/2022",08:00:00,"02/05/2023","21:35:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","PATROL BORO QUEENS SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","02/06/2023","25-44","BLACK HISPANIC","M","25-44","WHITE HISPANIC","M",1028101,191417,40.691965,-73.84187,"(40.691965, -73.84187)","POINT (-73.84187 40.691965)",24014,46,3,41,60
"1128","270203982",111,"QUEENS","06/20/2022",16:30:00,"06/20/2023","16:35:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","(null)","HARRASSMENT 2","PATROL BORO QUEENS NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","06/21/2023","25-44","WHITE","M","65+","WHITE HISPANIC","M",1047736,215373,40.75759765,-73.77084254,"(40.75759765, -73.77084254)","POINT (-73.77084254 40.75759765)",14196,26,3,20,69
"1129","270261869",84,"BROOKLYN","06/21/2022",10:38:00,"06/21/2022","10:41:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","06/22/2023","UNKNOWN","WHITE HISPANIC","M","25-44","WHITE","M",984114,191517,40.692347,-74.000487,"(40.692347, -74.000487)","POINT (-74.000487 40.692347)",16865,68,2,38,54
"1130","270199085",108,"QUEENS","06/21/2022",18:49:00,"06/21/2023","18:52:00","COMPLETED",0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","FRONT OF","SEX CRIMES","PATROL BORO QUEENS NORTH",681,"CHILD, ENDANGERING WELFARE","COMMERCIAL BUILDING","06/21/2023","18-24","WHITE HISPANIC","M","<18","WHITE HISPANIC","F",996424,210017,40.7431245994984,-73.9560680726795,"(40.7431245994984, -73.9560680726795)","POINT (-73.9560680726795 40.7431245994984)",16858,53,3,33,66
"1131","262230276",46,"BRONX","06/21/2022",08:00:00,"06/22/2022","08:30:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BRONX",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","HOMELESS SHELTER","01/20/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE HISPANIC","F",1009176,249329,40.850991,-73.909899,"(40.850991, -73.909899)","POINT (-73.909899 40.850991)",10931,6,5,29,29
"1132","265260959",108,"QUEENS","06/21/2022",12:00:00,"06/26/2022","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO QUEENS NORTH",428,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE","RESIDENCE-HOUSE","03/17/2023","(null)","(null)","(null)","25-44","ASIAN / PACIFIC ISLANDER","F",1010645,212271,40.749272,-73.904735,"(40.749272, -73.904735)","POINT (-73.904735 40.749272)",14787,53,3,33,66
"1133","274578282",73,"BROOKLYN","06/21/2022",12:00:00,"06/21/2022","12:05:00","COMPLETED",2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","PATROL BORO BKLYN NORTH",113,"MENACING,UNCLASSIFIED","RESIDENCE - PUBLIC HOUSING","09/18/2023","25-44","UNKNOWN","M","25-44","BLACK","F",1010721,182073,40.666387,-73.90458,"(40.666387, -73.90458)","POINT (-73.90458 40.666387)",17614,55,2,17,46
"1134","272520739",75,"BROOKLYN","06/21/2022",00:01:00,"09/23/2022","02:30:00","COMPLETED",0,"N.Y. POLICE DEPT",116,"FELONY","INSIDE","SEX CRIMES","PATROL BORO BKLYN NORTH",177,"SEXUAL ABUSE","RESIDENCE - APT. HOUSE","08/08/2023","25-44","BLACK","M","<18","BLACK","F",1017036,183890,40.6713598203364,-73.8818110231735,"(40.6713598203364, -73.8818110231735)","POINT (-73.8818110231735 40.6713598203364)",17215,45,2,25,47
"1135","265572094",101,"QUEENS","06/21/2022",12:00:00,"06/21/2022","13:00:00","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO QUEENS SOUTH",101,"ASSAULT 3","RESIDENCE-HOUSE","03/23/2023","45-64","BLACK HISPANIC","M","45-64","BLACK HISPANIC","F",1051122,156715,40.596571,-73.7592,"(40.596571, -73.7592)","POINT (-73.7592 40.596571)",20529,51,3,47,59
"1136","264445821",123,"STATEN ISLAND","06/22/2022",08:00:00,"03/02/2023","13:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO STATEN ISLAND",349,"LARCENY,PETIT OF LICENSE PLATE","RESIDENCE-HOUSE","03/02/2023","(null)","(null)","(null)","45-64","WHITE","F",931562,136911,40.54231,-74.189568,"(40.54231, -74.189568)","POINT (-74.189568 40.54231)",10699,15,1,9,77
"1137","268358787",76,"BROOKLYN","06/22/2022",11:00:00,"06/22/2022","11:20:00","COMPLETED",0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","PATROL BORO BKLYN SOUTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","OTHER","05/16/2023","UNKNOWN","UNKNOWN","U","65+","WHITE HISPANIC","F",982258,187413,40.681083,-74.007181,"(40.681083, -74.007181)","POINT (-74.007181 40.681083)",13514,14,2,7,48
"1138","263337533",18,"MANHATTAN","06/22/2022",09:00:00,"01/01/2023","09:00:00","COMPLETED",0,"N.Y. POLICE DEPT",116,"FELONY","INSIDE","SEX CRIMES","PATROL BORO MAN SOUTH",168,"SODOMY 1","DOCTOR/DENTIST OFFICE","02/08/2023","25-44","WHITE","M","18-24","WHITE HISPANIC","F",988451,217993,40.7650240788333,-73.9848359497083,"(40.7650240788333, -73.9848359497083)","POINT (-73.9848359497083 40.7650240788333)",12081,12,4,10,10
"1139","270594829",7,"MANHATTAN","06/22/2022",13:00:00,"06/29/2023","16:00:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","06/29/2023","25-44","WHITE","M","25-44","WHITE","F",990588,199444,40.714104,-73.977135,"(40.714104, -73.977135)","POINT (-73.977135 40.714104)",11723,70,4,32,4
"1140","263990762",61,"BROOKLYN","06/22/2022",08:00:00,"02/21/2023","14:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO BKLYN SOUTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","02/21/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","M",992462,156635,40.596601,-73.970427,"(40.596601, -73.970427)","POINT (-73.970427 40.596601)",18183,32,2,45,36
"1141","263986229",61,"BROOKLYN","06/22/2022",08:00:00,"02/21/2023","14:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO BKLYN SOUTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","02/21/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","M",992462,156635,40.596601,-73.970427,"(40.596601, -73.970427)","POINT (-73.970427 40.596601)",18183,32,2,45,36
"1142","270245814",61,"BROOKLYN","06/22/2022",09:10:00,"06/22/2022","09:15:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO BKLYN SOUTH",638,"HARASSMENT,SUBD 3,4,5","DAYCARE FACILITY","06/22/2023","UNKNOWN","WHITE","M","45-64","WHITE","F",997974,152804,40.586078,-73.950587,"(40.586078, -73.950587)","POINT (-73.950587 40.586078)",13826,32,2,15,36
"1143","267038599",40,"BRONX","06/22/2022",01:00:00,"06/22/2022","10:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BRONX",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","(null)","04/20/2023","UNKNOWN","UNKNOWN","U","45-64","WHITE","M",1003350,236870,40.816809,-73.930993,"(40.816809, -73.930993)","POINT (-73.930993 40.816809)",10929,49,5,35,23
"1144","267560676",44,"BRONX","06/22/2022",00:00:00,"04/28/2023","22:30:00","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO BRONX",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","05/01/2023","25-44","WHITE HISPANIC","F","25-44","BLACK HISPANIC","F",1008787,247061,40.844768,-73.911316,"(40.844768, -73.911316)","POINT (-73.911316 40.844768)",10930,50,5,29,27
"1145","270382056",73,"BROOKLYN","06/22/2022",09:27:00,"06/22/2023","15:55:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN NORTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","06/25/2023","(null)","(null)","(null)","25-44","BLACK","F",1010183,183503,40.670313,-73.906515,"(40.670313, -73.906515)","POINT (-73.906515 40.670313)",17614,55,2,37,46
"1146","270189140",19,"MANHATTAN","06/23/2022",06:00:00,"06/21/2023","13:30:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","06/21/2023","65+","WHITE","M","25-44","WHITE","F",997685,221260,40.773974,-73.951493,"(40.773974, -73.951493)","POINT (-73.951493 40.773974)",12425,23,4,1,11
"1147","278761725",40,"BRONX","06/23/2022",14:20:00,"06/23/2022","14:25:00","COMPLETED",2,"N.Y. HOUSING POLICE",106,"FELONY","INSIDE","FELONY ASSAULT","PATROL BORO BRONX",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - PUBLIC HOUSING","12/09/2023","25-44","BLACK","F","25-44","BLACK","M",1009012,236134,40.814777,-73.910541,"(40.814777, -73.910541)","POINT (-73.910541 40.814777)",10933,49,5,43,23
